@lat	@lon	name	addr:street	addr:housenumber	addr:postcode	addr:city	cuisine	website
47.3815179	8.5422215	Santa Lucia Subito	Stampfenbachstrasse	68	8006	Zürich	italian;pizza	https://www.bindella.ch/gastronomie/santa-lucia-subito
47.3823352	8.5406266	White Elephant					thai	https://www.whiteelephant.ch
47.3837629	8.5298256	Burgermeister	Josefstrasse	112	8005	Zürich	burger	https://www.burger-meister.ch/
47.3843323	8.5302362	4Leoni	Luisenstrasse	43	8005	Zürich	italian	https://4leoni-firenze.ch/
47.3846382	8.5297901	Valentin						
47.3848320	8.5295929	La Contrada	Heinrichstrasse	83				http://www.lacontrada.ch/
47.3847907	8.5277141	Friends Corner	Josefstrasse	146	8005	Zürich	indian	
47.3838905	8.5289598	Josef	Gasometerstrasse	24	8005	Zürich	regional	http://www.josef.ch
47.3857107	8.5420014	El Alebríje	Weinbergstrasse	107	8006	Zürich	mexican	https://elalebrije.ch
47.3738090	8.5296981	Tschingg	Lutherstrasse	4	8004	Zürich	pasta	https://www.tschingg.eu/
47.3749537	8.5244837	PHO Vietnam	Langstrasse	13	8004	Zürich	vietnamese	http://www.pho-vietnam.ch/
47.3724638	8.5408190	Lindenhofkeller	Pfalzgasse	4				http://www.lindenhofkeller.ch/
47.3722486	8.5393486	Stamped Burgers & Fries	Augustinergasse	28	8001	Zürich		https://stamped.ch/
47.3832801	8.5283610	Chimys	Neugasse	76	8005	Zürich	asian	
47.3792517	8.5241155	Chianalea Ristorante Pizzeria	Brauerstrasse	87	8004	Zürich	italian	https://www.chianalea.ch/
47.3883170	8.5769420	Thailodge					thai	
47.3902940	8.5392273	Thali Indian Restaurant	Schaffhauserstrasse	32	8006	Zürich	indian	http://www.thali1.ch
47.3767849	8.5268690	Tremondi	Molkenstrasse	20	8004	Zürich	italian	https://www.tre-mondi.ch/
47.3908067	8.5090238	naanu	Pfingstweidstrasse	104	8005	Zürich	indian	https://naanu.ch
47.3386513	8.5176156	Restaurant Manegg					regional	http://manegg.sv-group.ch/
47.3789304	8.5314462	Ynos	Europaallee	47	8004	Zürich	greek	http://www.ynos.ch/
47.3988230	8.4662280	Juchhof 2	Bernerstrasse	331	8048	Zürich		
47.3636395	8.5495067	Wild Bowls	Seefeldstrasse	25	8008	Zürich		
47.3744654	8.5207529	Bebek	Badenerstrasse	171	8003	Zürich		http://www.bebek.ch/
47.3709487	8.5195333	Schmiedhof						https://restaurant.schmiedhof.ch/
47.3653311	8.5475291	NZZ am Bellevue	Theaterstrasse	3	8001	Zürich		https://www.nzz-am-bellevue.ch/
47.4029458	8.4980459	Marcellos Bistro						
47.3766703	8.5332799	Yume-Ramen	Reitergasse	6	8004	Zürich	japanese	https://www.yume-ramen.ch
47.3748680	8.5364144	Löweneck	Löwenstrasse	34	8001	Zürich	spanish	https://loeweneck.com/
47.3746080	8.5357330	Takano City	Löwenstrasse	29	8001	Zürich	japanese	https://takano.ch/
47.3733548	8.5152301	Da Michelangelo	Gertrudstrasse	37	8003	Zürich	italian;pizza	https://www.da-michelangelo.ch/
47.3669621	8.4933926	Oberes Triemli	Birmensdorferstrasse	535	8055	Zürich	regional	http://www.oberes-triemli.ch/
47.4193301	8.5469887	Mi Mi Sa	Bahnhaldenstrasse	2	8052	Zürich	korean	
47.3715104	8.5274873	Werdguet	Morgartenstrasse	30	8004	Zürich		http://www.werdguet.ch/
47.3709309	8.5283390	Il Giglio						
47.3714815	8.5278588	MAZI im Morgarten	Morgartenstrasse	26	8004	Zürich	greek	https://mazi-morgarten.ch
47.3704467	8.5273814	Fein und Schein	Schöntalstrasse	14	8004	Zürich		
47.3705846	8.5267038	Peking	Verena-Conzett-Strasse	21	8004	Zürich	chinese	http://www.pekingzh.ch/
47.3703375	8.5383315	Bärengasse						https://restaurant-baerengasse.ch/
47.3694729	8.5367769	Thai Erawan					thai	
47.3929144	8.4743173	Tam Nan Siam Thai Restaurant	Badenerstrasse	811	8048	Zürich	thai	https://tamnansiam.ch
47.3706027	8.5138447	Xi Muoi	Kalkbreitestrasse	134	8003	Zürich	vietnamese	https://ximuoi.ch/
47.3720697	8.5403664	Neue Taverne	Glockengasse	8	8001	Zürich		
47.3905062	8.5174073	Hokkaido					sushi	
47.3901151	8.5151409	Deli 1994					regional	http://www.villaggio.ch/
47.3741055	8.5251017	Nooch	Badenerstrasse	101	8004	Zürich		https://www.nooch.ch/zuerich-badenerstrasse
47.3891176	8.5165867	Novotel Restaurant						
47.3668389	8.5339821	Ristorante 33	Bleicherweg	33			arab;italian	https://ristorante33.ch/
47.4201108	8.5359630	Fantasia	Seebacherstrasse	167	8052	Zürich	italian	
47.4224326	8.5404808	Tandoor House	Seebacherstrasse	77	8052	Zürich	indian	https://www.tandoorhaus.com
47.3861426	8.5220289	Restaurant Viadukt	Viaduktstrasse	71	8005	Zürich		http://www.restaurant-viadukt.ch/
47.3816229	8.5421505	African Queen	Stampfenbachstrasse	70	8006	Zürich	african	
47.4101573	8.5457543	Concerto	Ohmstrasse	11	8050	Zürich	italian;pizza	http://www.ristorante-concerto.ch/
47.4024233	8.5445394	Nihao	Oerlikonerstrasse	43	8057	Zürich	asian	http://www.restaurant-nihao.ch/
47.3623277	8.5475678	Studio Bellerive	Utoquai	47				https://www.restaurant-studiobellerive.ch/
47.3871353	8.4884291	Sir Andrews	Badenerstrasse	659	8048	Zürich		https://sirandrews.ch/
47.3748859	8.5287981	Ikoo	Bäckerstrasse	39	8004	Zürich	japanese	http://www.ikoo.ch
47.3776411	8.5334110	Beetnut	Lagerstrasse	16b	8004	Zürich		https://beetnut.com/
47.4075523	8.5478557	SimSim						http://www.sim-sim.ch
47.3900377	8.5089824	Migros Restaurant	Pfingstweidstrasse	101	8005	Zürich	international	https://filialen.migros.ch/de/migros-restaurant-zuerich-herdern
47.3693909	8.5441879	Ban Song Thai	Kirchgasse	6	8001	Zürich	thai	http://www.bansongthai.ch/
47.4143690	8.5567666	kaisin	Hagenholzstrasse	78	8050	Zürich	japanese;salad	
47.4143734	8.5569597	Spoon					thai	
47.3526098	8.5591926	Brasserie Seefeld	Horneggstrasse	15	8008	Zürich		
47.3775824	8.5276791	Veganitas	Brauerstrasse	30	8004	Zürich		https://www.veganitas.com/
47.3488821	8.5633128	La Zagra					italian	http://lazagra.ch/
47.3598916	8.5239764	Kai Sushi	Lessingstrasse	3	8002	Zürich	sushi	https://kaisushi.ch/de/standorte/kai-sushi-lessing/
47.3785624	8.5099906	New Point Flora	Albisriederplatz	5	8004	Zürich	italian;kebab;pizza	http://new-points.ch/
47.3929775	8.5135856	Antonio	Hardturmstrasse	133	8005	Zürich	pizza	
47.3948562	8.4835281	Restaurant A1 M.O.V.E.	Bändliweg	20	8048	Zürich	international	https://eldora-a1move.ch/
47.3874759	8.4881408	Musti Grill	Saumackerstrasse	48	8048	Zürich	turkish	https://musti-grill.ch/
47.3662005	8.5572165	Lemon Grass	Neptunstrasse	57	8032	Zürich	chinese;thai;vietnamese	https://suan-long.ch/lemongrass/
47.3662504	8.5567344	Klosbächli					regional	
47.3709729	8.5411722	Veltliner Keller						
47.3723204	8.5406506	Kindli						https://kindli.ch/restaurant
47.3763401	8.5389154	Hummer- und Austernbar						
47.3766199	8.5391331	Simplon					regional	https://www.simplonbar.ch/
47.3761799	8.5385360	Ona Poké	Lintheschergasse	13	8001	Zürich		https://onapoke.com/
47.3723326	8.5400106	August					sausage	
47.3768752	8.5384423	Insider						
47.3581623	8.5175686	Migros Restaurant	Giesshübelstrasse	65	8045	Zürich	international	https://filialen.migros.ch/de/migros-restaurant-zuerich-brunaupark
47.3900195	8.5222008	Brooklyn Burgermeister	Hardstrasse	316	8005	Zürich	burger	https://www.brooklyn-burgermeister.ch/escherwyss/
47.3738667	8.5137204	Piccola Trattoria	Aemtlerstrasse	86	8003	Zürich	italian;pizza	https://www.lapiccolatrattoria.ch/
47.3841944	8.5284377	Maneez	Josefstrasse	137	8005	Zürich	indian	https://www.maneez-zuerich.ch/
47.3792128	8.5435914	Didis Frieden	Stampfenbachstrasse	32	8006	Zürich	international	https://www.didisfrieden.ch/
47.3666913	8.5394310	Pavillon					international	http://www.aupavillon.ch/
47.4124689	8.5501786	Sushi Palace	Thurgauerstrasse	23	8050	Zürich	sushi	https://www.sushi-palace.ch/
47.4194232	8.5060520	Pizzeria Piazza	Wehntalerstrasse	546	8046	Zürich	italian	http://www.pizza-piazza.ch/
47.4184517	8.5058744	Ristorante Pizzeria da Enzo	Schauenbergstrasse	8	8046	Zürich	italian	http://www.ristorante-pizzeria-daenzo.ch
47.3359056	8.5421859	Fischers Fritz	Seestrasse	557	8038	Zürich		http://www.fischers-fritz.ch/
47.4157652	8.5131189	Frieden	Wehntalerstrasse	444	8046	Zürich	regional	
47.3550642	8.6019347	Viva						
47.4115218	8.5258459	Nostos Greek Bistro	Wehntalerstrasse	286	8046	Zürich	greek	
47.4123715	8.5244334	Hirschen	Wehntalerstrasse	310	8046	Zürich		
47.4193772	8.5062829	Restaurant Spice Garden	Wehntalerstrasse	544	8046	Zürich	indian	https://spicegarden-zh.ch/
47.4119003	8.5456317	Wang Khar	Ohmstrasse	22	8050	Zürich	asian	https://wangkhar.ch
47.4104359	8.5425471	Suan Long	Hofwiesenstrasse	350	8050	Zürich		
47.3843440	8.5311512	Burgermeister	Langstrasse	243	8005	Zürich	burger	https://www.burger-meister.ch/
47.3697863	8.5343368	Moudi	Brandschenkestrasse	5	8001	Zürich	lebanese	http://www.moudi-bar.ch
47.3722886	8.5741221	Dolder Golfclub - Restaurant	Kurhausstrasse	66	8032	Zürich		https://www.doldergolf.ch/de/golfclub/restaurant
47.3688778	8.5721925	TEPE	Oberer Heuelsteig	30	8032	Zürich	oriental;local	https://www.tepezuerich.ch/
47.3681004	8.5454840	La Petite Maison						
47.3720996	8.5498961	Mensa Rämi 59	Rämistrasse	59	8001	Zürich		https://www.mensa.uzh.ch/de/standorte/raemi59.html
47.3850255	8.5203173	Gerold Chuchi	Geroldstrasse	5	8005	Zürich	burger;pasta	https://www.geroldchuchi.ch
47.3887608	8.4870226	Santa Lucia	Altstetterstrasse	145	8048	Zürich	pizza	https://www.bindella.ch/de/santa-lucia-altstetten.html
47.3912178	8.4895499	Scent of Bamboo	Altstetterplatz	12	8048	Zürich	chinese;thai	http://suan-long.ch/scentofbamboo/
47.4251084	8.5484629	Vesuvio	Glatttalstrasse	40			pizza	
47.3707573	8.5207585	Jackys Wok	Zentralstrasse	10	8003	Zürich	asian	http://www.jackyswok.ch/
47.3834555	8.5303841	Co Chin Chin	Josefstrasse	102	8005	Zürich		
47.3757826	8.5169598	Grand Café Lochergut	Badenerstrasse	230	8004	Zürich		https://www.lochergut.net/
47.3796260	8.5434495	Hotel Bristol						
47.3684217	8.5411604	Metropol	Fraumünsterstrasse	12	8001	Zürich	japanese	https://metropol-restaurant.ch/
47.4022849	8.4953933	"Osteria Vineria ""da Biagio"" Restaurant Limmatberg"	Limmattalstrasse	228			italian_pizza	https://www.osteriadabiagio.ch/
47.3882008	8.5175860	Lilly Jo	Pfingstweidstrasse	16	8005	Zürich	regional	https://lillyjo.ch/
47.3684514	8.5458392	Burgermeister	Oberdorfstrasse	8	8001	Zürich	burger	https://www.burger-meister.ch/
47.3906264	8.5100441	Route Twenty-Six					steak_house	https://www.routetwentysix.ch/
47.3705241	8.5148792	Ying Cuisine	Birmensdorferstrasse	222	8003	Zürich	asian	https://main.yingcusine.ch/
47.4035729	8.4986268	Restaurant am Brühlbach	Kappenbühlweg	9	8049	Zürich		https://ambruehlbach.ch/
47.3806356	8.5336595	Chiang Mai	Zollstrasse	56	8005	Zürich	thai	https://www.chiang-mai.ch/
47.3747368	8.5172768	Grazie	Weststrasse	192	8003	Zürich	italian	
47.3891500	8.4881385	QIRIN	Baslerstrasse	141	8048	Zürich	sushi	https://www.qirin-sushidrinks.ch/
47.3679132	8.5602255	Vivace					italian;pizza	https://vivacerestaurant.ch/
47.3809156	8.5426593	Thip & More	Stampfenbachstrasse	56	8006	Zürich	asian	
47.3869822	8.5014413	Da Angela	Hohlstrasse	449	8048	Zürich	italian	http://www.daangela.ch
47.3769216	8.5325272	Yen					asian;vietnamese	
47.3729319	8.5175602	Tillsamman	Sihlfeldstrasse	10	8003	Zürich	swedish	http://www.tillsamman.ch/
47.3777530	8.5357364	Hiltl Sihlpost	Europaallee	1a	8004	Zürich	international	https://www.hiltl.ch/de/standorte/sihlpost
47.3830864	8.5329144	Himalaya	Ackerstrasse	52	8005	Zürich	indian	https://www.himalaya-restaurant.ch/restaurant/
47.3902274	8.5387940	Al Ventotto					italian	
47.3769359	8.5348729	Più	Kasernenstrasse	95	8004	Zürich	italian	https://www.piu-ristorante.ch/piu-europaallee
47.3764213	8.5264559	Bank	Molkenstrasse	15	8004	Zürich		https://www.bankzuerich.ch/
47.3740885	8.5408521	Konshi	Uraniastrasse	3	8001	Zürich	sushi;asian	https://konshi-zuerich.ch/
47.3844603	8.4904341	VBZ Kantine					regional	
47.3822961	8.5881357	Wirtschaft Alter Tobelhof	Tobelhofstrasse	236	8044	Zürich	regional	http://www.tobelhof.ch/
47.3820685	8.5879257	Chäsalp	Tobelhofstrasse	236	8044	Zürich	traditional	http://www.chaesalp.ch/
47.4117713	8.5464601	Dapur Indonesia						https://www.dapur-indonesia.ch/
47.4146478	8.5613897	Ayverdis					kebab;pizza	https://ayverdis.ch/
47.3774130	8.5439582	QQ Sushi	Stampfenbachstrasse	6			sushi	http://qq-sushi.ch/
47.3786830	8.5437382	Kian	Stampfenbachstrasse	24			persian	http://www.kian-restaurant.ch/
47.3675745	8.5391385	Baurs						
47.3687998	8.5384032	Famo					japanese	https://tandoori-bbq.ch/
47.3406225	8.5307103	Green Papaya					thai;vietnamese	https://www.greenpapaya.ch/
47.3381517	8.5298842	Café Wollishofen					regional	
47.3773217	8.5383780	Albanesi	Bahnhofplatz	12	8001	Zürich	italian	
47.3754925	8.5360876	Migros Restaurant	Löwenstrasse	31-35	8001	Zürich	international	https://filialen.migros.ch/de/migros-restaurant-zuerich-city
47.3740432	8.5219682	Topden Bowls	Körnerstrasse	10	8004	Zürich	asian	https://topden.ch/
47.4090845	8.5466964	Tibits	Tramstrasse	2	8050	Zürich		https://www.tibits.ch/de/restaurants#tibits-zuerich
47.3776662	8.5295623	Cima Curry	Kanonengasse	19		Zürich	indian	http://www.cimacurry.ch/
47.3783660	8.5242566	Schönau	Hohlstrasse	78	8004	Zürich	regional	https://www.schoenaubar.ch/
47.3838555	8.5295871	Santa Lucia	Luisenstrasse	31	8005	Zürich	pizza;italian	https://www.bindella.ch/de/santa-lucia-limmatplatz.html
47.3631314	8.5123238	Daizy	Räffelstrasse	28	8045	Zürich		https://daizy.ch/
47.3789518	8.5447211	Orient Catering						http://www.orientcatering.ch
47.3891818	8.4865395	Kormasutra Indian Restaurant	Altstetterstrasse	130	8048	Zürich	indian	https://www.kormasutra.ch/
47.3704056	8.5355364	Luigia	Talstrasse	61	8001	Zürich		https://www.luigia.ch/
47.3727348	8.5331099	Juicery 21						
47.3717616	8.5347692	Stripped Pizza	Talacker	41	8001	Zürich	pizza	https://www.stripped-pizza.com/
47.3726072	8.5339208	Cartell	Sihlporte	3	8001	Zürich	mexican	https://www.cartell.ch/
47.3730087	8.5242929	V.P. Catering	Ankerstrasse	16	8004	Zürich	greek	http://www.vp-catering.ch
47.3757063	8.5195616	Hua Hin Thai Take Away	Pflanzschulstrasse	15	8004	Zürich	thai	
47.3752857	8.5162977	Little Thai Take Away						
47.3751244	8.5174104	De Koreaner 59	Meinrad-Lienert-Strasse	27	8003	Zürich	korean	https://www.dekoreaner59.ch/
47.3872299	8.4860590	Caffe Cioccolato	Lindenplatz	4			italian	http://www.italsweet.ch/
47.3685455	8.4963417	Thai Market	Birmensdorferstrasse	488	8055	Zürich	asian	http://www.thai-market.ch/
47.3695561	8.5056903	Meskerem Restaurant	Birmensdorferstrasse	364	8055	Zürich		https://www.meskerem-restaurant.ch/
47.4203970	8.5486267	Pizza Gusto					kebab;pizza	
47.4231533	8.5430816	"Fiirabigbeizli ""Zur alte Chäsi"""	Seebacherstrasse	58	8052	Zürich	regional	http://www.altechaesi.ch
47.3859082	8.5181661	Zum Gaul	Geroldstrasse	35	8005	Zürich	burger	http://www.zumgaul.ch
47.4104455	8.5095892	Bellavista	Hönggerbergring	47	8093	Zürich	mediterranean;local	https://bellavista-ethz.ch/
47.3784937	8.5205359	blau	Herman-Greulich-Strasse	56				https://dasblau.ch
47.3818280	8.5326917	Wesleys Kitchen						https://www.wesleys-kitchen.ch/
47.4138630	8.5520167	Steakhouse Argentina	Thurgauerstrasse	36/38	8050	Zürich	steak_house	https://www.steakhouse-argentina.ch/oerlikon/
47.3888334	8.5224703	The Butcher	Heinrichstrasse	239	8005	Zürich	burger	https://www.butcher.ch/zuerich-heinrichstrasse
47.3739923	8.5254278	Miss Miu	Badenerstrasse	97	8004	Zürich	korean	https://www.butcherdaughter.ch/
47.3789404	8.5267275	Now We Go Vegan	Rolandstrasse	9	8004	Zürich	vietnamese	
47.3780241	8.5407045	Brasserie Federal	Bahnhofplatz	15	8001	Zürich		https://www.brasserie-federal.ch/
47.3775720	8.5394549	Sora Sushi			8001	Zürich	japanese	https://website.sora-sushi.ch/
47.4140272	8.5591860	Hombis Salon						http://hombissalon.ch/
47.4142512	8.5597700	Restaurant Riedbach						https://www.restaurant-riedbach.ch/homepage.html#start
47.4284338	8.5486066							
47.3796628	8.4894957	Brasserie Freilager	Freilagerstrasse	53	8047	Zürich	regional	https://restaurant-freilager.ch/
47.3721676	8.5188077	Ooki					japanese	http://ooki.tokyo/
47.3614005	8.5146383	Smith and de Luma	Grubenstrasse	27	8045	Zürich		https://www.smithanddeluma.ch/
47.3715877	8.5261787	Restaurant Pyramids	Werdstrasse	99	8004	Zürich	egyptian	
47.3622545	8.5123747	Binz 38	Binzstrasse	38	8045	Zürich		https://www.binz-38.ch/
47.3723752	8.5356056	Le Cèdre Maurice	Nüschelerstrasse	31	8001	Zürich	lebanese	https://www.libanesisch.ch/
47.3641847	8.5668950	Vietal Kitchen					vietnamese	https://vietal-kitchen.de/zuerich/
47.3330853	8.5382277	Tennisclub Seeblick						
47.3765461	8.5331122	CASERA	Militärstrasse	16	8004	Zürich	peruvian	https://www.perugourmetfusion.com/
47.3789138	8.5409931	Spitz	Museumstrasse	2	8001	Zürich		https://restaurantspitz.ch/
47.3818695	8.4886583	Restaurant Rauti						https://www.restaurant-rauti.ch/
47.3803612	8.5424142	Corner 48	Stampfenbachplatz	4	8006	Zürich	thai	http://www.corner48.ch
47.3719712	8.5436611	IGNIV Zürich						https://www.marktgassehotel.ch/de/drink-dine
47.3807187	8.5265220	Kokoro					japanese	https://www.kokoro-restaurant.ch/
47.3870425	8.4890636	Samurai VII					japanese	https://www.siebensamurai.com/
47.3994522	8.4958000	Hoenggerhof					italian	
47.3754023	8.5169163	LILYS Factory	Sihlfeldstrasse	58	8003	Zürich	asian	https://lilys.ch/
47.3538079	8.5690296	Restaurant Buchhölzli						
47.3706365	8.5432314	Zunfthaus zur Zimmerleuten	Limmatquai	40	8001	Zürich	regional	https://zunfthaus-zimmerleuten.ch/
47.3692887	8.5444905	Il Gattopardo	Rössligasse	7			italian	http://www.ilgattopardo.ch/
47.3780641	8.5438163	Maki Haus	Stampfenbachstrasse	12	8001	Zürich	japanese	https://www.makihaus.ch/
47.4104948	8.5428981	Migros Restaurant	Hofwiesenstrasse	350-354	8050	Zürich	international	https://filialen.migros.ch/de/migros-restaurant-zuerich-oerlikon-neumarkt
47.4038584	8.5732243	Migros Restaurant	Winterthurerstrasse	524	8051	Zürich		https://filialen.migros.ch/de/migros-restaurant-zuerich-schwamendingen
47.3882191	8.4871306	Migros Restaurant					international	https://filialen.migros.ch/de/migros-restaurant-zuerich-altstetten-neumarkt
47.4077073	8.5479839	Lins			8050	Zürich	chinese	http://lins-restaurant.ch/
47.3809227	8.5180772	Fulin					asian	
47.3783532	8.5396557	Scent of Bamboo			8001	Zürich	chinese;thai	http://suan-long.ch/scentofbamboo/
47.3580896	8.5538491	Totò	Seefeldstrasse	124	8008	Zürich	italian	https://www.ristorante-toto.ch/
47.3746638	8.5391076	Rooftop	Bahnhofstrasse	74	8001	Zürich	asian	https://www.ooo-zh.ch/
47.3581350	8.5478933	Restaurant Kiosk	Seefeldquai	51	8008	Zürich		https://restaurant-kiosk.ch/
47.3709294	8.5163605	Grottino 77	Aemtlerstrasse	11	8003	Zürich	pizza	
47.3700255	8.4923277	Grottino 83	Letzigraben	245	8047	Zürich	pizza	https://www.grottino83.ch
47.3722279	8.5388421	Cantinetta Antinori	Augustinergasse	25	8001	Zürich	italian	https://www.bindella.ch/de/cantinetta-antinori.html
47.3645073	8.5474123	Conti	Dufourstrasse	1	8008	Zürich	italian	http://conti-zuerich.ch/
47.3777845	8.5393225	Time... Lounge			8001	Zürich		https://www.time-lounge.ch/
47.3966207	8.5405108	Hangs Gourmet Cuisine	Schaffhauserstrasse	127	8057	Zürich		http://www.hangsgourmetcuisine.ch/
47.4150854	8.5634773	ERZ Personalrestaurant Hagenholz						
47.4105297	8.5432986	Spiga	Hofwiesenstrasse	350	8050	Zürich	italian;pizza	https://www.spiga-ristorante.ch/i-ristoranti/detail/spiga-neumarkt
47.3629240	8.5131571	Binz & Kunz	Räffelstrasse	17	8045	Zürich	international	https://www.binzundkunz.ch
47.3728894	8.5377565	Coop Restaurant	Bahnhofstrasse	57	8001	Zürich		
47.3674454	8.5464412	Coop Restaurant	Theaterstrasse	18	8001	Zürich	german	
47.3737280	8.5374385	Enja	Sihlstrasse	9	8001	Zürich		https://www.restaurant-enja.ch/
47.3701012	8.5365761	Gabbani	Talstrasse	40	8001	Zürich		https://www.gabbani.com/de/gabbani-zurich/restaurant-gabbani/
47.3745054	8.5375395	Jelmoli Restaurant	Seidengasse	1	8001	Zürich		
47.3745497	8.5375426	Sopra	Seidengasse	1	8001	Zürich		
47.3693820	8.5239033	Salon	Weststrasse	20	8003	Zürich		http://salutsalon.ch/
47.3902619	8.5225542	Hua Thai	Hardstrasse	320	8005	Zürich	asian	http://hua-thai.ch/
47.3732354	8.5317044	Helvetia	Stauffacherquai	1	8004	Zürich		http://www.hotel-helvetia.ch/
47.3735366	8.5320042	Union Diner	Kasernenstrasse	2	8004	Zürich	burger	https://uniondiner.ch/de/stauffacher
47.3693224	8.5392118	Sprüngli Café & Restaurant	Bahnhofstrasse	21	8001	Zürich		
47.3672776	8.5455633	Sternen Grill	Theaterstrasse	22	8001	Zürich	regional;grill	https://www.sternengrill.ch/
47.3739906	8.5374138	Hong-Kong Food Paradise	Seidengasse	1	8001	Zürich	asian	http://hongkongfoodparadise.ch/store_locator/jelmoli-2/
47.4133289	8.5522166	Hong-Kong Food Paradise	Thurgauerstrasse	32	8050	Zürich	asian	http://hongkongfoodparadise.ch/store_locator/vertex/
47.3708593	8.5434759	Negishi Sushi Bar	Nägelihof	1	8001	Zürich	sushi	https://www.negishi.ch/zuerich-niederdorf
47.3918334	8.4908184	SBB Restaurant WestLink	Vulkanplatz	11	8048	Zürich	international;regional	https://zfv.ch/de/microsites/sbb-restaurant-westlink/
47.3649526	8.5478868	Tibits	Seefeldstrasse	2	8008	Zürich		https://www.tibits.ch/de/restaurants#tibits-zuerich
47.3713446	8.5527434	Mensa Kantonsschule Rämibühl	Freiestrasse	26	8032	Zürich		https://zfv.ch/de/microsites/mensa-kantonsschule-raemibuehl/
47.3829596	8.5028019	Oval	Badenerstrasse	500	8048	Zürich		https://restaurantoval.ch/
47.4178413	8.5588596	Shilla Square	Leutschenbachstrasse	95	8050	Zürich	korean	https://shillasquare.ch/
47.3883565	8.5532985	Restaurant Rigiblick	Germaniastrasse	99	8044	Zürich		https://www.restaurantrigiblick.ch/
47.3823685	8.5669037	Zürichberg	Orellistrasse	21	8044	Zürich		https://www.zuerichberg.ch/restaurant
47.3527249	8.5537217	Lake Side	Bellerivestrasse	170	8008	Zürich		https://lake-side.ch/
47.3508842	8.5328394	Mensa SIS Wollishofen	Seestrasse	271	8038	Zürich		https://zfv.ch/de/microsites/mensa-swiss-international-school-zuerich-wollishofen/
47.3819656	8.5455532	Mensa Institut Minerva	Scheuchzerstrasse	2	8006	Zürich		https://zfv.ch/de/microsites/mensa-institut-minerva/
47.3896440	8.4865708	Suan Long	Altstetterstrasse	124	8048	Zürich	chinese;thai;asian	https://suan-long.ch/suanlong/
47.3859677	8.5161972	EY Restaurant Platform	Maagplatz	1	8005	Zürich		https://zfv.ch/de/microsites/ey-restaurant-platform
47.3748783	8.4853031	Friedbrunnen	Püntstrasse	9	8047	Zürich	italian	http://www.ristorantefriedbrunnen.ch/
47.3735869	8.5530663	Sento						http://plattenhof.ch/restaurant-sento/
47.4049275	8.5721187	Schwamedinge	Schwamendingerplatz	2	8051	Zürich		https://oelemezler-gastrobetriebe.ch/restaurant-schwamedinge/
47.3804387	8.5285106	Neni	Langstrasse	150			mediterranean	https://www.neni.ch
47.3897096	8.5210658	escherwyss	Hardstrasse	305				
47.3709657	8.5358464	La Piazzetta					italian	
47.3737064	8.5459212	dBar						
47.3592867	8.5231352	Der Wilde Kaiser	Kalandergasse	1	8045	Zürich		https://www.derwildekaiser.ch/
47.3580937	8.5234939	Public Burger	Kalanderplatz	1	8045	Zürich	american;burger	https://www.public-burger.ch/
47.3782562	8.5095237	Suan Long	Badenerstrasse	355	8003	Zürich	chinese;thai	https://suan-long.ch/suanlong/
47.3838416	8.4947954	Thai Style	Flurstrasse	55	8048	Zürich	thai	
47.3740519	8.5135241	Le Mezzerie de Moudi	Bertastrasse	36	8003	Zürich	mezze;lebanese;mediterranean	https://www.mezzerie.ch/
47.3715304	8.5209454	Kle	Zweierstrasse	114	8003	Zürich		https://restaurantkle.com/
47.3733832	8.5148182	Jdaburg	Gertrudstrasse	44	8003	Zürich		http://jdaburg.ch/
47.3751855	8.5173248	Gebeta	Meinrad-Lienert-Strasse	27	8003	Zürich	ethiopian	https://www.gebeta.ch/
47.3582918	8.5537364	Iroquois	Seefeldstrasse	120	8008	Zürich		https://iroquois.ch/
47.3558510	8.5564480	Metzg	Seefeldstrasse	159	8008	Zürich		http://www.restaurant-metzg.ch/
47.3553163	8.5541539	Tüfenegg	Dufourstrasse	154	8008	Zürich	regional	https://www.restaurant-tuefenegg.ch
47.3549625	8.5550456	Riviera	Dufourstrasse	161	8008	Zürich	italian	http://enoteca-riviera.ch/
47.3545891	8.5561613	F39					regional	http://f-39.ch/
47.3545311	8.5560474	Miracle	Fröhlichstrasse	37	8008	Zürich	italian	https://miracleseefeld.ch/
47.3548434	8.5574333	Schlüssel	Seefeldstrasse	177	8008	Zürich	regional	http://restaurant-schluessel-zuerich.ch/
47.3554751	8.5568172	Le Beaujolais	Seefeldstrasse	167	8008	Zürich	greek	http://www.griechische-taverne-l-p.ch/
47.3708105	8.5147617	Mesob	Rotachstrasse	33	8003	Zürich		https://mesob-restaurant.ch/
47.3535850	8.5345926	Hiltl am Strand	Mythenquai	95	8002	Zürich		https://www.hiltl.ch/de/standorte/mythenquai
47.3756521	8.5398019	Hiltl Dachterrasse	Bahnhofstrasse	88	8001	Zürich		https://www.hiltl.ch/de/standorte/dachterrasse
47.4094890	8.5423228	Loewen Siam Thai Restaurant	Baumackerstrasse	47	8050	Zürich	thai	http://www.loewen-siam.ch/
47.3695668	8.5058334	Il Basilico					pizza	http://www.ilbasilico.ch/
47.3581057	8.5177956	Ciccios Ristorante Bar Pizzeria	Giesshübelstrasse	65	8045	Zürich	breakfast;coffee_shop;italian;pizza	
47.3685002	8.4951684	Ey-Hof	Triemlistrasse	183	8047	Zürich	international	http://www.ey-site.ch/
47.3604176	8.5501478	Pizzeria Capri						http://www.ristorante-capri.ch/
